number,course_id,cat_num,1s,2s,3s,4s,5s
MCB 169,3557,111720,0,0,2,18,31
MCB 176,3559,112742,0,0,0,0,1
MCB 186,3562,112001,0,0,0,0,3
MCB 290A,3573,127009,0,0,3,5,7
MCB 291,3574,124899,0,2,7,5,1
MCB 292,3575,124900,0,0,0,2,10
MCB 293,3576,124901,0,2,7,8,2
MCB 294,3571,122422,0,0,0,2,3
MCB 354,13025,160493,0,1,0,4,3
MCB 60,12522,110424,7,15,33,45,32
MCB 63,12523,110450,2,3,10,10,6
MCB 80,3532,117711,7,26,44,28,21
MCB 81,13303,159708,0,0,2,4,9
MCB 91,3533,122529,0,0,1,2,10
MCB 99A,3534,122530,0,0,1,4,5
MUSIC 105R,3627,107426,0,0,0,0,6
MUSIC 10A,11321,110112,1,0,6,21,17
MUSIC 127R,3630,126275,0,0,0,1,3
MUSIC 12A,11322,110113,0,0,1,2,5
MUSIC 142R,13734,160642,0,0,3,5,5
MUSIC 14A,11323,110114,0,0,0,1,14
MUSIC 155,3637,121992,0,1,0,4,2
MUSIC 15A,11324,110115,0,0,0,3,17
MUSIC 160R,3642,119811,0,0,0,2,7
MUSIC 167,3644,118185,0,0,0,3,7
MUSIC 16A,11325,110128,0,0,0,4,9
MUSIC 181R,3647,108419,0,0,1,0,4
MUSIC 189R,12531,153042,0,0,3,4,16
MUSIC 189RS,12532,156503,0,0,0,3,2
MUSIC 191R,3656,111726,0,0,0,0,3
MUSIC 201B,3666,118078,0,0,0,1,4
MUSIC 208RS,3672,108992,0,0,0,0,2
MUSIC 214R,12941,140824,0,0,0,2,2
MUSIC 221R,3686,124044,0,0,0,6,1
MUSIC 230RS,11044,110077,0,0,0,2,1
MUSIC 250HFA,3690,125863,0,0,0,0,3
MUSIC 262R,3692,113931,0,0,0,0,3
MUSIC 264R,3694,111123,0,0,0,0,9
MUSIC 266R,12535,156122,0,0,0,1,10
MUSIC 280R,12536,156365,0,0,0,1,2
MUSIC 296,13278,160568,0,0,0,0,2
MUSIC 4,3615,111353,0,0,2,1,7
MUSIC 51A,3617,125212,0,1,2,3,38
MUSIC 97B,3621,125867,1,0,2,4,5
MUSIC BHFA,3610,112235,4,2,1,0,1
AKKAD AA,3706,114320,0,1,0,0,1
ANE 103,11046,110014,1,1,5,11,28
ANE 117,11953,156358,0,0,1,1,1
ANE 222,3731,144784,0,0,0,0,3
ARABIC 130A,3741,114034,0,0,2,2,2
ARABIC 131A,3743,121346,0,0,0,4,17
ARABIC 241AR,3754,112869,1,4,3,1,2
ARABIC 242AR,3757,108971,0,0,0,1,2
ARABIC 248R,13171,137756,0,0,0,0,3
ARABIC 251R,12542,156121,0,0,0,1,5
ARABIC AA,3738,116746,0,4,4,23,14
ARABIC BA,3739,109425,0,1,4,15,5
HEBREW 243,13293,160490,1,0,2,1,0
ISLAMCIV 178,5111,111918,1,1,3,6,5
MOD-HEB 120A,3836,110947,0,0,0,1,6
MOD-HEB BA,3835,114218,0,0,2,2,5
MODMDEST 200A,3852,117327,0,0,1,5,1
MODMDEST 315,13048,160403,0,0,0,0,2
PERSIAN 130AR,11064,109546,0,0,1,2,2
PERSIAN 155,13138,159759,0,0,0,1,2
PERSIAN 251,13339,159760,0,0,0,0,2
PERSIAN AA,3862,123051,0,0,2,2,3
TURKISH 120A,3889,113576,0,0,2,2,1
TURKISH 150A,3897,126430,0,0,0,2,2
NEUROBIO 101A,3908,113003,0,0,1,2,4
NEUROBIO 104A,11069,109592,0,0,0,0,7
NEUROBIO 105A,12561,156051,0,0,1,5,5
OEB 10,3924,144594,3,8,19,20,7
OEB 101,12858,156751,0,0,1,7,16
OEB 105,3938,145407,0,0,0,1,4
OEB 106,3939,148122,0,0,0,0,10
OEB 107,3940,131242,0,0,0,1,3
OEB 114,3942,142192,0,0,1,3,6
OEB 119,3946,145140,0,0,1,3,5
OEB 155R,3958,142688,0,0,0,2,4
OEB 181,3964,142844,0,0,2,3,0
OEB 210,3972,130327,0,0,0,2,3
OEB 212R,3973,131261,0,0,1,2,2
OEB 217,13328,160459,0,0,0,0,4
OEB 252,3985,131583,0,1,0,3,11
OEB 399,4037,148242,0,0,1,6,9
OEB 50,3925,130236,0,0,2,7,12
OEB 59,3933,143445,0,1,10,2,3
PHIL 105,13333,159685,0,2,3,2,1
PHIL 13,12564,156555,0,0,5,6,10
PHIL 137,4052,122336,0,0,1,7,5
PHIL 140,12990,111424,0,2,6,7,4
PHIL 156,4059,113339,1,1,3,9,7
PHIL 174A,13295,159744,2,1,7,5,2
PHIL 179,4067,124577,0,1,8,29,16
PHIL 187A,13340,159689,0,0,3,1,4
PHIL 192,13088,159688,1,0,1,4,7
PHIL 21,13349,159749,1,1,1,2,0
PHIL 243,12573,156127,0,0,0,1,3
PHIL 277,4073,113481,0,0,0,3,3
PHIL 3,4038,111175,2,3,7,18,27
PHIL 300AA,4075,116505,0,0,0,2,0
PHIL 311,4080,115778,0,0,2,1,0
PHIL 315HFA,4082,125184,0,0,0,0,1
PHIL 34,11076,109600,0,0,2,5,10
PHIL 97,4043,122989,0,0,0,2,4
PHIL 98,4044,116407,0,0,1,0,10
PHYSCI 2,4087,122575,5,10,52,71,24
PHYSICS 123,4098,124108,0,0,0,0,2
PHYSICS 125,4099,120167,0,0,0,1,3
PHYSICS 141,4103,121885,0,0,1,0,3
PHYSICS 143A,4104,108465,0,0,5,10,16
PHYSICS 143B,4105,111731,0,1,2,13,10
PHYSICS 145,4106,117719,0,0,1,1,4
PHYSICS 151,4107,111231,0,0,2,4,2
PHYSICS 15A,4091,111164,1,4,11,32,20
PHYSICS 15B,4092,111896,1,6,7,14,5
PHYSICS 15C,4093,124154,0,1,2,4,6
PHYSICS 16,4094,111197,1,1,7,5,10
PHYSICS 195,4114,112107,0,0,1,1,6
PHYSICS 210,4115,114266,0,0,3,6,15
PHYSICS 223,5323,109346,0,0,0,2,2
PHYSICS 251A,4122,111314,2,6,11,12,7
PHYSICS 253A,4124,122930,1,0,0,11,10
PHYSICS 253CR,4126,118459,0,0,1,0,3
PHYSICS 262,4127,110526,1,3,8,19,4
PHYSICS 268AR,4128,122818,0,0,1,3,6
PHYSICS 285B,4135,118509,0,1,0,5,23
PHYSICS 287C,13119,160571,0,0,1,0,9
PHYSICS 95,4097,111967,0,0,0,2,6
PSY 1005,4248,126556,0,4,14,15,20
PSY 1052,4251,126620,0,1,3,8,4
PSY 1055,13015,160695,0,0,1,0,12
PSY 1201,4253,122224,1,0,7,22,26
PSY 1304,4255,116622,0,1,1,7,5
PSY 1305,12589,156054,1,5,11,11,12
PSY 1355,11094,110064,0,0,0,4,8
PSY 14,4230,122208,0,0,4,13,13
PSY 1504,12592,156580,0,0,1,3,2
PSY 1506,13224,160683,0,0,3,7,6
PSY 1553,12787,156639,0,0,0,4,8
PSY 1555,13168,126848,0,0,0,1,3
PSY 1562,13331,160690,0,0,1,0,10
PSY 1652R,4279,117880,0,1,2,2,1
PSY 18,4232,123973,0,0,10,49,168
PSY 1852,11381,110203,0,1,0,3,12
PSY 1861,4292,116095,0,0,0,7,16
PSY 1900,4293,118254,0,5,19,23,8
PSY 1901,4294,127078,0,0,5,5,5
PSY 1950,4298,121738,1,0,1,12,8
PSY 2010,4300,118790,0,0,1,3,3
PSY 2152,13270,160731,0,0,0,1,4
PSY 2160R,4309,108491,0,0,0,0,8
PSY 2357R,11097,109858,0,0,0,0,3
PSY 2358R,4319,110714,0,0,0,2,2
PSY 2410R,4321,107706,0,0,0,1,4
PSY 2430,4323,119217,0,0,1,1,4
PSY 2446R,4326,123042,0,0,0,0,5
PSY 2461R,4330,119124,0,0,0,1,4
PSY 2464R,4331,124970,0,0,1,1,4
PSY 2500,4334,115578,2,1,4,4,1
PSY 2553R,4336,120559,0,0,0,4,6
PSY 2560R,12777,156623,0,0,0,0,4
PSY 2570R,4338,122753,0,0,0,4,5
PSY 2580R,4339,113780,0,0,1,2,10
PSY 2650,4342,115060,0,0,0,0,5
PSY 2652,4344,108989,0,0,0,1,1
PSY 2661R,11382,110217,1,0,1,1,1
PSY 2670A,4347,131189,0,0,1,5,6
PSY 3200,4353,118948,0,0,0,2,1
PSY 3220,4354,115575,0,0,0,1,1
PSY 3340,4359,115582,0,0,0,1,3
PSY 3420,4361,121696,0,0,0,1,2
PSY 3550,4364,123926,0,0,0,1,0
PSY 3555,4365,119532,1,1,0,2,1
PSY 3800,4368,118008,0,0,0,2,1
PSY 971,4235,113094,1,0,1,3,4
PSY 980F,4237,107432,0,0,0,2,2
PSY 980H,12584,156039,0,1,0,3,9
PSY 980P,11327,110110,0,0,3,2,11
PSY 980U,12587,156563,0,0,1,4,4
PSY 980V,13330,119716,0,0,3,3,6
RELIGION 1021,13310,159691,0,0,0,2,0
RELIGION 1040,12139,126792,0,0,0,0,2
RELIGION 1080,13005,156079,0,0,0,0,5
RELIGION 111,13920,160969,0,0,1,7,3
RELIGION 112A,12939,115684,0,0,0,1,3
RELIGION 1401,5056,125000,0,0,0,0,3
RELIGION 1425,5064,108182,0,0,0,1,0
RELIGION 1444,12700,156521,0,0,0,1,2
RELIGION 1462,12993,156258,0,0,0,1,1
RELIGION 1520,11239,117871,0,0,0,1,0
RELIGION 1590,5093,126394,0,0,0,1,0
RELIGION 1844,11253,109864,0,0,0,0,2
RELIGION 1915,11255,109924,0,0,0,2,4
RELIGION 1920,11256,109925,0,0,0,2,3
RELIGION 2001,5114,118557,0,0,3,2,1
RELIGION 2574,12711,156032,0,0,0,0,2
RELIGION 441,13058,159784,0,0,0,0,4
RELIGION 49,13371,159690,0,0,0,1,4
RELIGION 51,13307,159755,0,0,1,3,3
RELIGION 58,13040,159758,0,0,1,1,2
RELIGION 74,13028,159733,0,0,0,1,6
RELIGION 98A,5031,111985,0,0,0,0,6
RELIGION 99A,5033,118745,0,0,0,2,1
FRENCH 140,13021,160567,0,0,1,2,1
FRENCH 143,11383,127874,0,0,1,4,6
FRENCH 176,13006,160718,0,0,0,3,6
FRENCH 189,12798,156647,0,0,0,4,4
FRENCH 213,4406,115898,0,0,0,2,6
FRENCH 30,4379,126942,0,0,5,15,10
FRENCH 40,4380,126997,1,1,8,9,8
FRENCH 50,4381,126998,0,2,3,9,8
FRENCH 61C,5327,109320,0,0,0,4,7
FRENCH 61G,12600,156537,0,1,2,6,6
FRENCH 70B,4389,119121,0,1,4,4,2
ITAL 117,13314,160610,0,1,1,3,2
ITAL 30,4420,128266,0,0,0,1,0
ITAL 40,4421,116233,0,0,0,4,3
PORTUG 30,4447,114944,0,0,2,1,6
PORTUG 40,4448,124524,0,0,0,2,2
ROM-STD 101,4466,108727,0,0,0,2,3
ROM-STD 201,4469,118221,3,3,4,4,4
SPANSH 110,4496,125060,0,0,2,1,7
SPANSH 160,13326,160619,0,0,1,1,10
SPANSH 245,13313,160620,0,0,0,1,2
SPANSH 264,13345,160621,0,0,0,0,6
SPANSH 30,4478,114200,0,3,8,16,8
SPANSH 40,4479,125014,1,2,7,27,31
SPANSH 49H,11126,109820,0,0,0,0,6
SPANSH 50,4480,115920,0,1,1,19,19
SPANSH 59,4481,115919,0,0,1,3,8
SPANSH 61N,4483,127573,0,0,1,4,8
SPANSH 70C,4486,119441,0,0,0,4,10
SPANSH 80T,4484,126860,0,0,0,0,8
SPANSH 90N,4490,126952,0,0,1,4,7
RSRA 298A,4514,108816,0,0,1,2,3
BCS AR,11137,110073,0,0,0,0,1
BCS BR,11138,110074,0,0,0,0,1
BCS CR,11139,110075,0,0,0,0,1
CZCH AA,4523,111301,0,0,0,2,0
CZCH BA,13087,121469,0,0,0,2,2
CZCH CR,4527,123797,0,0,0,1,1
PLSH AA,4528,123076,0,0,0,0,2
PLSH BA,4530,124971,0,0,0,1,1
PLSH CR,4532,109342,0,0,0,1,1
RUSS 101,4541,120717,0,0,1,2,3
RUSS 102R,4542,112835,0,0,1,0,2
RUSS 113,4546,127533,0,0,1,3,2
RUSS AA,4518,122907,0,0,1,6,12
RUSS AAB,4519,113925,0,0,0,0,6
RUSS AH,4520,114640,0,0,0,1,5
RUSS ATA,5328,109273,0,0,0,1,1
RUSS BA,4521,112823,0,0,0,4,9
SLAVIC 155,4561,119711,0,0,1,3,7
SLAVIC 167,12824,156680,0,0,1,1,2
SLAVIC 198,13128,160013,0,0,0,2,6
SLAVIC 241,13368,159557,0,1,1,1,2
SLAVIC 299,4589,122854,0,0,1,2,0
SLAVIC 98A,4538,110924,0,0,0,1,1
UKRA AA,4533,116414,0,0,0,0,1
UKRA BR,11151,110008,0,0,0,1,0
UKRA CR,4535,110599,0,0,0,0,1
SOC-STD 10A,4595,115470,3,3,16,40,26
SOC-STD 68AB,13322,159822,0,0,0,0,5
SOC-STD 68EC,13059,159823,0,0,0,2,6
SOC-STD 98EO,11152,116288,0,0,1,1,3
SOC-STD 98JL,4603,123874,0,0,0,2,2
SOC-STD 98LF,4606,125982,0,0,0,1,8
SOC-STD 98LH,4607,125984,0,0,1,4,4
SOC-STD 98MI,4611,127021,0,0,0,1,6
SOC-STD 98NA,12066,127818,0,0,1,3,1
SOC-STD 98NB,4612,127817,0,0,0,0,8
SOC-STD 98OK,13035,159815,0,0,1,4,3
SOC-STD 98OQ,13234,159816,0,0,0,0,7
SOC-STD 98OR,13068,159817,0,0,0,1,2
SOC-STD 98OS,13229,159818,0,0,0,2,1
SOC-STD 98OT,13100,159819,0,1,3,2,0
SOCIOL 115,11165,109705,0,1,8,14,20
SOCIOL 128,4653,117560,0,6,28,21,14
SOCIOL 133,13129,159926,0,0,2,3,5
SOCIOL 139,12632,156140,0,0,4,6,2
SOCIOL 146,13072,159901,0,1,3,18,16
SOCIOL 165,4673,122318,2,9,10,6,3
SOCIOL 170,4676,108274,0,0,10,6,9
SOCIOL 177,12640,156139,0,0,4,16,51
SOCIOL 202,4688,119985,0,0,5,4,0
SOCIOL 203,4689,112874,0,0,0,3,5
SOCIOL 204,4691,117877,0,0,1,4,4
SOCIOL 208,4694,117760,0,0,0,1,5
SOCIOL 23,13077,159779,0,0,3,2,6
SOCIOL 243,4708,118601,0,0,1,0,1
SOCIOL 25,4628,113256,0,2,13,32,25
SOCIOL 255,4711,118858,0,1,3,3,8
SOCIOL 263,4712,107332,0,0,0,1,0
SOCIOL 305,4721,111781,0,0,0,3,8
SOCIOL 310,4725,108137,0,0,0,0,11
SOCIOL 97,4633,115130,0,0,1,3,10
SOCIOL 98GC,11161,109842,0,0,0,3,4
SOCIOL 98TA,13078,160224,0,0,1,4,4
SOCIOL 98WB,4646,126244,0,0,0,1,4
HIND-URD 101A,4811,113639,0,0,1,4,9
HIND-URD 102A,4812,112079,0,0,0,0,10
HIND-URD 103AR,4813,116494,0,0,0,2,3
HIND-URD 105R,4816,115587,0,0,0,0,2
HIND-URD 91R,4810,107375,0,0,0,0,1
NEP 101A,4732,118665,0,0,0,0,2
SANSKRIT 101A,4748,123045,1,1,0,5,4
SANSKRIT 102AR,4750,114270,0,1,3,0,4
SANSKRIT 201AR,4756,117524,0,0,0,1,5
SAS 100R,4768,107378,0,0,1,2,6
SAS 130,13003,160720,0,0,0,2,3
SAS 179,13348,160761,0,0,0,1,1
SAS 193,12649,156558,0,0,1,2,3
SAS 230,12955,160722,0,0,0,1,4
SAS 99RA,4767,107381,0,0,0,1,0
TAM 101A,4778,127491,0,0,0,0,4
TAM 102A,4780,127493,0,0,0,0,4
THI 102A,4786,124031,0,0,0,0,1
THI 103AR,4788,121497,0,0,0,0,1
TIBET 101A,4792,113685,0,0,0,0,2
TIBET 102A,4794,116075,0,0,0,1,5
TIBET 106AR,4800,116077,0,0,0,0,2
TIBET 203,12093,125167,0,0,1,2,4
TIBET 204,13930,160976,0,0,0,0,3
STAT 100,4827,113431,0,4,14,15,3
STAT 104,4829,114027,2,12,53,86,49
STAT 107,4830,127043,1,2,19,23,17
STAT 110,4831,110766,3,9,46,138,169
STAT 121,11175,110095,0,6,15,21,14
STAT 131,4835,117131,2,8,31,28,17
STAT 135,4836,121306,0,0,4,10,12
STAT 139,4837,110751,0,2,25,19,25
STAT 151,13055,160736,4,4,12,6,3
STAT 160,4840,112121,0,0,4,9,2
STAT 210,4843,111696,0,0,3,9,39
STAT 213,13054,159802,0,0,0,2,11
STAT 220,4847,118016,2,4,1,5,4
STAT 230,4850,119940,0,0,2,9,15
STAT 240,4853,123714,1,0,4,8,5
STAT 260,4857,126393,0,0,1,1,2
STAT 300HFRA,11504,110392,0,0,0,1,6
STAT 303HFA,4862,121311,0,0,0,2,5
STAT 366HFRA,4872,108851,0,1,0,3,4
SCRB 10,4875,125800,0,3,8,27,21
SCRB 130,4880,128040,1,6,3,10,4
SCRB 152,12881,156937,0,0,0,2,7
SCRB 175,4890,128041,0,0,4,10,26
SCRB 180,4892,125803,0,0,0,3,6
SCRB 182,13033,159693,0,1,2,7,10
SCRB 190,4894,122409,0,0,0,10,5
SCRB 192,4895,109112,0,1,2,6,9
SCRB 220,3102,114092,0,0,0,0,1
SCRB 230,12823,156679,0,1,7,8,4
SYSTBIO 200,4940,116238,0,0,1,4,7
SYSTBIO 204,4942,127916,0,0,1,1,7
SYSTBIO 212,4944,108839,0,0,1,1,6
TDM 105,641,118876,0,0,0,4,6
TDM 114,646,123901,0,0,0,3,10
TDM 115,647,119020,0,1,0,1,9
TDM 116,648,117460,0,0,1,0,13
TDM 119,651,118497,1,0,0,8,6
TDM 129DA,13281,160649,0,0,0,0,9
TDM 129DB,13063,159989,0,1,2,4,6
TDM 130R,653,123080,0,0,1,3,3
TDM 150,11460,110319,0,0,0,1,3
TDM 169DA,13036,160650,0,0,0,2,0
VES 107,5189,122679,0,0,2,3,7
VES 108,5190,108657,0,2,5,10,4
VES 11A,13342,159761,0,0,0,5,5
VES 150A,5204,114116,0,0,1,2,3
VES 151BR,5206,113447,0,0,0,1,1
VES 153BR,5210,122248,0,0,0,1,3
VES 158BR,11278,110043,0,0,0,0,2
VES 15AR,5144,121758,0,0,0,1,8
VES 164,13308,160185,0,0,0,1,8
VES 166,5221,117143,0,0,1,0,3
VES 19,5146,128275,2,0,1,4,1
VES 196H,13097,160232,0,0,0,0,1
VES 198,12198,126500,0,0,0,1,4
VES 24,5149,127177,0,0,0,2,10
VES 241,11287,110046,0,0,0,3,5
VES 271,5243,122080,0,0,0,3,6
VES 33,13041,160208,0,0,1,0,3
VES 35,13092,160210,0,0,0,0,1
VES 40A,5153,111189,0,0,0,1,8
VES 41A,5155,122184,0,0,0,2,5
VES 41BR,5156,122193,0,0,0,2,2
VES 50A,5158,114351,0,0,0,0,8
VES 52R,5160,107932,0,0,0,2,6
VES 53AR,5161,110676,0,0,1,2,2
VES 60X,5168,127469,0,0,1,5,1
VES 67R,13029,159777,0,0,0,1,6
VES 72,5177,118669,0,0,3,3,14
VES 73,5235,117631,2,0,3,5,3
VES 80,5178,123380,0,0,0,0,7
WOMGEN 1200SH,12969,108482,0,2,1,12,11
WOMGEN 1218,13250,159884,0,0,0,2,11
WOMGEN 1225,13241,159887,0,0,1,3,24
WOMGEN 1237,11186,109800,0,1,4,12,20
WOMGEN 1253,12666,156157,0,0,0,2,12
WOMGEN 1258,4921,127756,1,2,9,9,9
WOMGEN 1271,12668,156221,0,0,0,5,3
WOMGEN 1424,4930,108549,0,0,0,3,8
WOMGEN 91R,4902,117918,0,1,1,1,6
WOMGEN 98F,11180,109933,0,0,0,0,1
AFRAMER 105X,12202,156327,0,0,1,2,6
AFRAMER 111,39,126698,0,0,0,2,6
AFRAMER 117Y,12203,110493,2,9,18,25,8
AFRAMER 118,43,144199,1,4,6,2,2
AFRAMER 123X,12205,156254,0,0,0,5,23
AFRAMER 131,47,111780,0,4,2,1,4
AFRAMER 132X,13070,160417,0,0,1,5,9
AFRAMER 134,13049,160416,0,0,0,9,0
AFRAMER 134X,11433,110293,0,0,4,3,2
AFRAMER 16,4,125925,0,0,3,3,7
AFRAMER 180X,70,127784,0,0,0,2,2
AFRAMER 198X,12210,110497,0,0,0,0,8
AFRAMER 20,5,118883,1,0,6,22,15
AFRAMER 209A,81,108680,0,0,2,1,14
SWAHILI 101AR,98,119820,0,0,0,0,2
SWAHILI AA,96,119819,0,0,5,1,9
SWAHILI BA,97,144184,0,0,1,1,2
TWI 101AR,102,120948,0,0,0,0,1
TWI AA,100,120944,0,0,1,0,3
TWI BA,101,120947,0,0,1,0,1
YORUBA 101AR,106,120954,0,0,0,0,2
YORUBA AA,104,120952,0,0,0,1,3
YORUBA BA,105,120953,0,0,0,0,3
AMSTDIES 201,2540,118017,0,0,1,4,3
ANTHRO 1010,120,112378,0,8,17,19,9
ANTHRO 1040,12957,109581,0,0,0,2,2
ANTHRO 1095,130,113901,0,1,3,14,22
ANTHRO 1401,13019,160434,1,0,2,10,6
ANTHRO 1610,150,119379,1,2,2,5,7
ANTHRO 1645,13216,120570,1,1,5,5,3
ANTHRO 1654,13268,160442,0,0,0,0,4
ANTHRO 1732,207,108860,0,0,1,4,5
ANTHRO 1836BR,174,122149,0,0,0,0,1
ANTHRO 1951,13274,160410,0,1,1,5,1
ANTHRO 2070A,191,120489,0,0,0,5,0
ANTHRO 2211,13903,160955,0,0,0,2,3
ANTHRO 2250B,200,125735,1,0,0,0,0
ANTHRO 2650A,212,110977,0,1,2,5,1
ANTHRO 2670,13258,160450,0,1,0,4,2
ANTHRO 2676,10665,110034,0,0,0,3,4
ANTHRO 2682,10621,109413,0,0,0,1,3
ANTHRO 2690,11535,122439,0,0,0,3,7
ANTHRO 2704,219,119983,0,0,0,2,1
ANTHRO 2712,221,127134,0,0,1,4,1
ANTHRO 2722,222,108976,0,0,0,0,3
ANTHRO 98XA,114,112093,0,0,0,0,1
ANTHRO 98ZA,116,113972,0,0,1,6,10
ANTHRO 99ZA,119,123458,0,1,1,6,4
APCOMP 290R,13016,160444,3,3,4,3,0
APCOMP 298R,5283,109339,0,2,1,9,2
APMTH 101,1116,132127,0,0,8,6,2
APMTH 104,1117,122094,0,0,9,5,7
APMTH 121,1124,123662,1,3,17,26,15
APMTH 140R,10724,110063,0,0,0,4,7
APMTH 203,12274,156203,0,0,0,5,8
APMTH 205,1128,110684,0,0,2,10,8
APMTH 21A,1111,118408,5,8,33,67,32
APMTH 254,13283,160447,0,0,2,3,5
APPHY 195,1149,131331,0,0,1,0,7
APPHY 218,1152,121594,0,0,0,3,3
APPHY 225,1153,121403,2,1,7,2,0
APPHY 282,1156,142998,0,0,0,1,4
APPHY 50A,1147,108880,1,4,19,30,13
ASTRON 17,263,125884,0,5,9,7,7
ASTRON 2,261,111305,0,0,1,1,6
ASTRON 200,271,124966,0,0,0,3,10
ASTRON 202A,278,118139,0,0,3,8,2
ASTRON 215HFA,10670,109579,0,0,1,1,2
ASTRON 301HFA,285,121382,0,0,0,4,2
ASTRON 98,265,112487,0,0,0,4,7
ASTRON 99A,266,116041,0,0,0,0,3
BPH 301,300,110521,0,1,0,3,2
BPH 309QC,307,127755,0,0,0,1,8
BPH 310QC,308,127931,0,0,1,2,3
BE 110,1217,150189,8,12,5,4,0
BE 121,1218,119067,0,1,1,3,0
BIOPHYS 170,328,121318,4,1,1,0,1
BIOSTAT 230,409,119844,0,1,4,3,0
BIOSTAT 232,411,119846,0,1,4,4,0
BIOSTAT 235,413,119848,2,3,7,4,3
BIOSTAT 267,13238,160643,0,0,0,1,3
BIOSTAT 273,13105,160712,0,0,0,3,0
CELTIC 103,437,126774,0,0,2,2,11
CELTIC 109,439,127630,0,0,2,3,0
IRISH 132,453,119128,0,0,0,0,2
IRISH 200,457,123266,0,0,1,2,1
WELSH 128,463,113699,0,0,0,0,1
WELSH 226R,467,111956,0,0,0,0,3
CPB 99A,477,122592,0,0,0,1,3
CHEM 101,488,124554,0,1,6,12,17
CHEM 106,489,108840,0,2,0,2,1
CHEM 115,490,114209,0,0,0,0,9
CHEM 154,495,126035,0,0,0,8,3
CHEM 160,498,112976,1,5,11,7,6
CHEM 17,478,115137,7,28,71,77,36
CHEM 171,503,107702,0,1,7,14,6
CHEM 30,481,118925,0,0,4,18,38
CHEM 301HFA,515,124905,1,2,4,10,5
CHEM 60,483,114811,0,1,1,2,2
LPS A,540,123833,0,6,21,48,43
PHYSCI 10,542,107367,0,0,1,9,11
CLASARCH 149,13300,160357,0,0,0,2,3
CLASPHIL 224,13098,160456,0,0,1,1,0
CLASPHIL 232,13085,159803,0,0,0,0,2
CLASPHIL 245,13276,124914,0,0,0,0,3
GREEK 110,4987,108094,0,0,0,1,1
GREEK 112A,4988,112288,0,0,0,0,2
GREEK 122,13335,160437,0,0,2,0,3
GREEK 134,4992,115238,0,1,1,3,2
GREEK AA,4978,110622,1,0,4,2,5
GREEK BA,4982,114120,0,0,0,0,1
LATIN 106A,12130,156306,0,0,0,1,6
LATIN 110,12973,111470,0,0,0,1,10
LATIN 112A,5006,120352,0,0,0,3,1
LATIN 201,5013,117068,0,0,0,0,6
LATIN AA,4994,114176,0,1,2,9,16
LATIN BA,4998,111430,0,0,1,2,6
LATIN BAM,4999,120382,0,0,0,0,1
LATIN H,5002,135062,0,1,2,1,3
MEDLATIN 107,13101,160161,0,0,0,0,1
MODGRK 124,12974,112571,0,0,0,0,3
MODGRK AA,13139,159840,0,0,2,3,2
MODGRK AC,13398,160451,0,0,1,1,1
MODGRK BA,13069,159842,0,0,0,0,3
COMPLIT 103,588,128115,0,0,4,4,4
COMPLIT 151,10684,110068,0,0,0,1,6
COMPLIT 157,619,112654,0,0,0,2,0
COMPLIT 274,626,128209,0,0,0,2,10
COMPLIT 277,574,117360,1,1,5,4,3
COMPLIT 288,579,124022,0,0,1,0,3
COMPLIT 299AR,583,111650,0,0,1,5,1
COMPSCI 105,1229,124568,0,0,1,6,22
COMPSCI 108,13327,160419,0,0,2,8,10
COMPSCI 121,1230,119064,6,21,58,31,16
COMPSCI 125,12277,156210,0,1,3,9,8
COMPSCI 134,13103,160409,1,4,15,23,10
COMPSCI 141,1232,113856,1,0,2,7,5
COMPSCI 144R,1234,112630,0,0,3,3,5
COMPSCI 153,1238,131493,0,0,1,9,9
COMPSCI 165,1241,119249,0,0,2,8,16
COMPSCI 175,1243,113410,0,1,3,3,5
COMPSCI 182,1246,110661,0,3,19,30,15
COMPSCI 205,1253,128104,1,7,23,20,11
COMPSCI 244R,1263,112631,0,0,0,2,0
COMPSCI 252R,1267,114807,0,0,1,4,7
COMPSCI 263,13013,160579,0,0,0,9,26
COMPSCI 281,1278,107677,2,5,17,31,25
COMPSCI 283,1279,113944,0,0,3,8,15
COMPSCI 50,1224,152514,38,70,173,222,106
COMPSCI 61,1226,123623,0,4,19,37,47
CHNSE 106A,758,110543,0,0,0,2,4
CHNSE 107A,760,112899,0,0,0,0,3
CHNSE 120A,762,113793,0,0,0,12,24
CHNSE 130A,765,112053,0,0,2,4,30
CHNSE 130XA,767,124235,0,0,0,4,13
CHNSE 140A,769,111129,0,0,1,3,19
CHNSE 142A,771,113492,0,0,1,5,3
CHNSE 150A,773,119757,0,0,1,1,3
CHNSE BA,755,113873,0,0,2,17,48
CHNSE BX,757,120305,0,1,0,10,16
CHNSHIS 201,13318,159902,0,0,0,3,3
CHNSHIS 270A,793,131334,0,0,0,4,3
CHNSLIT 280,10697,109512,0,0,0,1,4
EABS 240R,811,119753,0,0,1,1,1
EAFM 112,13081,159550,0,0,0,1,5
EAFM 201,819,108471,0,0,0,4,3
EASTD 140,837,143833,0,0,0,0,8
EASTD 98B,825,145023,0,0,0,0,5
EASTD 98D,826,145319,0,0,1,3,2
JAPAN 120A,846,118533,0,2,0,6,10
JAPAN 130A,848,114292,1,2,2,5,4
JAPAN 140A,850,113348,0,0,1,1,7
JAPAN 150A,852,114117,0,0,0,3,3
JAPAN 210A,854,125813,0,0,0,1,2
JAPAN BA,841,111193,0,1,0,18,32
