,title,description,prerequisites,fall,spring,department_id,number,course_id,year,term,Enrollment,Evaluations,ResponseRate,CourseOverall,Materials,Assignments,Feedback,Section,Workload,Difficulty,WouldYouRecommend
3808,Multiethnic American Short Stories: Tales We Tell Ourselves,"American short stories, as a genre, have always been used to capture &ldquo;local color,&rdquo; which in the&nbsp;&nbsp; earliest stories meant the scenery and culture of the Catskill Mountains in stories like &ldquo;Rip Van Winkle.&rdquo; It developed in niche regions throughout the United States and was read widely by a populace coming to terms with the rich diversity of peoples united in citizenship following the American Revolution.&nbsp; The short story genre has persisted in this important role and has been adopted by writers to make concise, insightful comments about American national identity and individuality.&nbsp; Taken up by African-Americans, Jewish Americans, Asian Americans, Native Americans, Latinos, and many others, the short story has been used to convey experiences with immigration and assimilation, discrimination and oppression, generational divides, and interactions across difference.&nbsp; An examination of such short stories opens up readers to a deeper understanding of America&rsquo;s multiethnic landscape. In this seminar, we will examine the historical context for the short story&rsquo;s oní¢íäåígoing role in American culture.&nbsp; We will explore the dynamics of publishing houses and literary criticism that have alternately demeaned and bolstered the work of multiethnic writers; and we will examine the ways in which new technologies are changing how and what people read.&nbsp; But most importantly, we will explore stories written by a diverse group of American writers including Toni Morrison, Jhumpa Lahiri, Junot Diaz, and Sherman Alexie to consider the ties that both link and divide our multiethnic world.",Course open to Freshman Students Only,N,Y,56,FRSEMR 30U,12874,2015,1,11.0,11.0,100.0,4.5,4.7,4.2,4.4,5.0,2.1,-1.0,4.7
3809,Multiethnic American Short Stories: Tales We Tell Ourselves,"American short stories, as a genre, have always been used to capture &ldquo;local color,&rdquo; which in the&nbsp;&nbsp; earliest stories meant the scenery and culture of the Catskill Mountains in stories like &ldquo;Rip Van Winkle.&rdquo; It developed in niche regions throughout the United States and was read widely by a populace coming to terms with the rich diversity of peoples united in citizenship following the American Revolution.&nbsp; The short story genre has persisted in this important role and has been adopted by writers to make concise, insightful comments about American national identity and individuality.&nbsp; Taken up by African-Americans, Jewish Americans, Asian Americans, Native Americans, Latinos, and many others, the short story has been used to convey experiences with immigration and assimilation, discrimination and oppression, generational divides, and interactions across difference.&nbsp; An examination of such short stories opens up readers to a deeper understanding of America&rsquo;s multiethnic landscape. In this seminar, we will examine the historical context for the short story&rsquo;s oní¢íäåígoing role in American culture.&nbsp; We will explore the dynamics of publishing houses and literary criticism that have alternately demeaned and bolstered the work of multiethnic writers; and we will examine the ways in which new technologies are changing how and what people read.&nbsp; But most importantly, we will explore stories written by a diverse group of American writers including Toni Morrison, Jhumpa Lahiri, Junot Diaz, and Sherman Alexie to consider the ties that both link and divide our multiethnic world.",Course open to Freshman Students Only,N,Y,56,FRSEMR 30U,12874,2014,2,9.0,8.0,88.89,4.0,4.4,4.0,3.8,4.8,2.0,-1.0,4.1
3810,The Philosophy of Bernard Williams,"In a strikingly original and provocative body of work, the British philosopher Bernard Williams argued that traditional approaches to moral philosophy entailed a badly distorted picture of human life and action. This course will study Williams's critique of these approaches and explore what he thought should replace them. Readings will include, among others, Williams's books Ethics and the Limits of Philosophy and Shame and Necessity, and his essays on character, personal identity, reasons for action, luck, blame, death, and tragedy.",,N,Y,122,PHIL 170,12877,2014,2,13.0,5.0,38.46,4.6,4.6,4.0,4.3,5.0,6.8,-1.0,4.0
3811,Applied Environmental Toxicology,"This course will examine the theory and practical application of environmental chemistry and toxicology for assessing the behavior, toxicity and human health risks of chemical contaminants in the environment. The goals of the course are to: (a) illustrate how various sub-disciplines in environmental toxicology are integrated to understand the behavior of pollutants; (b) demonstrate how scientific information is applied to inform environmental management decisions and public policy through several case studies; and (c) provide an introduction to the legislative framework in which environmental toxicology is conducted. This course will be directed toward undergraduate students with a basic understanding of chemistry and calculus and an interest in applied science and engineering to address environmental management problems.",Recommended: Physical Sciences 1 or 11 and Mathematics 1a and 1b.,Y,N,51,ENG-SCI 161,12876,2014,2,10.0,9.0,90.0,4.4,4.3,3.7,4.1,5.0,4.1,-1.0,4.6
3812,Topics in Machine Learning,"The Ultimate Inference Bake-off... with Bayesian Nonparametrics!This course is fundamentally about gaining a deep understanding of state-of-the-art inference techniques for probabilistic models, with the goal of also thinking of ways to address their shortcomings.&nbsp; Since probabilistic models are obviously a very large area, we&#39;ll focus on Bayesian Nonparametric models.&nbsp; After a brief overview of Bayesian Nonparametric models we&#39;ll begin our ultimate inference bake-off: starting with the tried-and-true techniques and going to the current state-of-the-art.&nbsp; Along the way, we&#39;ll learn what works when, and where the gaps are.&nbsp; Students will complete several programming assignments, lead discussion on papers, and complete a substantial final project.",Recommended: Students will be expected to be comfortable with distributions and inference at the level of something like CS281.  Practically: Can you derive and implement Bayesian linear regression for a modestly-sized data set?  A Gibbs sampler for a mixture model?  An importance sampler for a given distribution?,N,Y,50,COMPSCI 282R,12880,2014,2,15.0,15.0,100.0,4.6,4.3,4.2,4.5,4.2,9.7,-1.0,4.4
3813,Asking Cells Who They Are: Computational Transcriptomics Using RNA-Seq,"This course is a hands-on introduction to computational analysis of RNA sequencing data as a measure of genome-wide transcription. We will cover methods spanning the spectrum of RNA-Seq analysis: starting from raw sequencing reads, obtaining gene expression measures, and interpreting biological significance by differential expression analyses, clustering, and visualization. Coursework will consist of programming assignments in Pythonexploring real datasets. The course will emphasize skills applicable to independent biological research.",Recommended: Life Sciences 1a or Life and Physical Sciences A or permission of the instructor; Mathematics at the level of Math 19a or statistics at the level of Stat 102 or above. CS 50 or some previous exposure to programming is preferred but not required.,Y,N,148,SCRB 152,12881,2015,1,12.0,10.0,83.33,4.8,4.3,4.6,4.3,5.0,21.1,-1.0,4.6
3814,Asking Cells Who They Are: Computational Transcriptomics Using RNA-Seq,"This course is a hands-on introduction to computational analysis of RNA sequencing data as a measure of genome-wide transcription. We will cover methods spanning the spectrum of RNA-Seq analysis: starting from raw sequencing reads, obtaining gene expression measures, and interpreting biological significance by differential expression analyses, clustering, and visualization. Coursework will consist of programming assignments in Pythonexploring real datasets. The course will emphasize skills applicable to independent biological research.",Recommended: Life Sciences 1a or Life and Physical Sciences A or permission of the instructor; Mathematics at the level of Math 19a or statistics at the level of Stat 102 or above. CS 50 or some previous exposure to programming is preferred but not required.,Y,N,148,SCRB 152,12881,2015,1,12.0,10.0,83.33,4.8,4.3,4.6,4.3,5.0,21.1,-1.0,4.6
3815,Asking Cells Who They Are: Computational Transcriptomics Using RNA-Seq,"This course is a hands-on introduction to computational analysis of RNA sequencing data as a measure of genome-wide transcription. We will cover methods spanning the spectrum of RNA-Seq analysis: starting from raw sequencing reads, obtaining gene expression measures, and interpreting biological significance by differential expression analyses, clustering, and visualization. Coursework will consist of programming assignments in Pythonexploring real datasets. The course will emphasize skills applicable to independent biological research.",Recommended: Life Sciences 1a or Life and Physical Sciences A or permission of the instructor; Mathematics at the level of Math 19a or statistics at the level of Stat 102 or above. CS 50 or some previous exposure to programming is preferred but not required.,Y,N,148,SCRB 152,12881,2014,2,14.0,13.0,92.86,4.8,4.3,4.6,4.5,5.0,16.2,-1.0,4.8
3816,Anthropology of Governance,"This course examines the nature of governance in the contemporary era of corporate ascendance, widespread violence, shifting responsibilities for social welfare, and pervasive feelings of insecurity. It asks what configurations of actors - states, corporations, citizens, NGOs, transnational bodies, para-states - are trying to manage social life in different domains, devoting particular attention to the role of scientists and scientific logics in informng debate and practice. Drawing on recent ethnographies, we investigate key technologies of governance (statistics, audit, documents, policy) in the administration of such fields as health/disease, environment, urban planning, public health, and security. The course is designed to help students currently developing PhD projects incorporate an interest in governance through science into their dissertation projects.",,N,Y,6,ANTHRO 2932,12879,2014,2,9.0,6.0,66.67,4.5,4.3,4.0,4.3,4.3,8.2,-1.0,4.5
3817,"The Children of Abraham: An Introduction to Judaism, Christianity, and Islam","This course provides an introduction to the study of Judaism, Christianity, and Islam, often referred as the ""Abrahamic"" traditions. The course considers key moments in the history of these interrelated traditions, while also attending to how boundaries have been negotiated within and between traditions. Significant themes include scripture and authority; the role of history, revelation, and reason; law, ethics, and community; and the rise of modernity. The course will also consider the interpretive issues at stake in referring to these traditions as ""Abrahamic"" faiths.",,N,Y,160,RELIGION 19,12883,2014,2,10.0,9.0,90.0,4.9,4.6,4.6,4.0,5.0,5.0,-1.0,4.4
3818,Comedic Timing: Laughter on the Pre-Revolutionary Stage,"This course examines the evolution of the French comedic genre by inviting students to reflect upon their own sense of the comical and compare it to that of pre-revolutionary audiences. Early modern theories of comedy will inform our discussions alongside present day scholarship on humor, satire, and the science of laughter. Moliere and Marivaux will anchor our exploration of the formal conventions, linguistic registers, themes, tropes, and character-types of comedy, while Corneille and Racine will enable us to draw out convergences between the comedic and tragic genres of the ancien regime. Questions of timing-the pacing of a plot, the delivery of a joke, and the staging of the unexpected-will guide our investigations as we ponder whether comedy is defined by a unique temporality. Finally, twenty-first century film and comedic routines will demonstrate the lasting influence early-modern playwrights have had on French humor.",,N,Y,126,FRENCH 134,12886,2014,2,10.0,8.0,80.0,4.9,4.8,4.6,4.8,4.7,3.7,-1.0,4.9
3819,Modern Motion: 100 Years of American Dance,"This course examines the last century of American dance through the lens of technologies of the stage, body and transnational exchange. Beginning with a survey of American influence on European ballet, this class explores the beginnings of American modern dance with Isadora Duncan and Ruth St. Denis through their creative dialogue with German choreographers Rudolph von Laban and Mary Wigman. By considering the body as a site of study, conversations around feminism, identity, and innovation will place such quintessentially ""American"" artists as George Balanchine and William Forsythe into global context, and bring dance into a larger art-historical and technological frame.",,N,Y,56,FRSEMR 31X,12885,2014,2,2.0,2.0,100.0,5.0,4.5,5.0,5.0,5.0,3.5,-1.0,5.0
3820,Intensive Beginning Portuguese,"This intensive Beginning Portuguese course provides an accelerated introduction to Portuguese with emphasis on interpersonal communication and interpreting and producing language in written and oral forms. Goals include building students' vocabulary, fluency, proficiency, and confidence. Students are exposed to Brazilian Portuguese and culture through music, cinema, and various media sources. The course covers the equivalent of a full first-year of Portuguese language study.",Recommended: An advanced knowledge of at least one other foreign language but no knowledge of Portuguese.,N,Y,129,PORTUG ACD,12890,2014,2,3.0,2.0,66.67,3.5,3.5,4.0,4.0,,3.0,-1.0,4.0
3821,Bioelectromagnetics,"This course will introduce bioelectricity and bioelectromagnetics starting with Maxwell Equations, which will quickly be simplified to the quasi-static form typically applicable in physiology. We will introduce the basics of membrane electrical biophysics, which we will use to study action potentials and action potential propagation. Applications will include electro-cardiograms (ECGs), electro-myograms (EMGs), electro-oculograms (EOGs), and electro-encephalograms (EEGs). EEG investigations will include analyses of spatial resolution as well as dynamic properties. A course project will allow students to choose an area of specific interest for more in-depth investigation and analysis.","Basic electromagnetism (Applied Physics 50b, Physics 11b or 15b, Physical Sciences 12b, or equivalent), basic vector calculus (Applied Math 21a or equivalent), basic differential equations (Applied Math 21bor equivalent).",N,Y,51,ENG-SCI 253,12889,2014,2,4.0,4.0,100.0,4.5,4.5,4.2,4.0,4.5,9.8,-1.0,4.8
3822,Flavor Molecules of Food Fermentation: Exploration and Inquiry,"Course description: Microorganisms produce a diverse array of specialized small molecules as part of their metabolic processes. In this course we will study the production, properties, and characterization of these molecules through the lens of food fermentation. In particular, we will focus on the small molecules that contribute taste and aroma in fermented foods. Students will experience the scientific inquiry process in a creative way by designing and implementing their own research project based on a fermented food of their choosing. Still a field with much potential for discovery, interested students are invited to continue their research project in the summer.","Recommended: Ls1a , LPSA or equivalent; first semester Organic Chemistry recommended but not required.",N,Y,51,ENG-SCI 24,12891,2015,2,23.0,19.0,82.61,4.9,4.9,4.9,4.8,5.0,3.3,-1.0,4.9
3823,Flavor Molecules of Food Fermentation: Exploration and Inquiry,"Course description: Microorganisms produce a diverse array of specialized small molecules as part of their metabolic processes. In this course we will study the production, properties, and characterization of these molecules through the lens of food fermentation. In particular, we will focus on the small molecules that contribute taste and aroma in fermented foods. Students will experience the scientific inquiry process in a creative way by designing and implementing their own research project based on a fermented food of their choosing. Still a field with much potential for discovery, interested students are invited to continue their research project in the summer.","Recommended: Ls1a , LPSA or equivalent; first semester Organic Chemistry recommended but not required.",N,Y,51,ENG-SCI 24,12891,2014,2,23.0,19.0,82.61,4.8,4.5,4.8,4.6,5.0,3.0,-1.0,4.9
3824,History of Buddhism in South Asia,The growth of diverse Buddhist traditions of Asia and elsewhere rests on the historical foundation of the evolution of Buddhism in South Asia. This course will examine different forms of historical representation found in both contemporary academic scholarship and pre-modern historical traditions. As a group we will collectively engage with the critical issues and major developments in the study of Buddhism on the South Asian subcontinent.,,N,Y,141,SAS 189,12892,2014,2,3.0,1.0,33.33,5.0,5.0,3.0,,,9.0,-1.0,5.0
3825,Scientific Integrity,"MCB 350 is a discussion forum on scientific integrity using case studies to examine basic ethical and regulatory requirements for conducting research, and fulfills the National Institutes of Health (NIH) and National Science Foundation (NSF) requirements for formal Responsible Conduct of Research (RCR) instruction. Students are required to complete a pre-course assignment, attend all lectures including the final lecture in February, participate in class discussions, and complete a final course evaluation. A certificate will be issued upon successful completion of the course.",,Y,N,98,MCB 350,12894,2015,2,4.0,3.0,75.0,4.0,4.0,5.0,5.0,,1.3,-1.0,4.5
3826,Crony Capitalism,"The economic system prevailing in most of the world today differs greatly from the idealist version of free markets generally taught in economic classes. This course analyzes the role played by corporate governance, wealth inequality, the media, regulation, and the political process in general in producing these deviations. It will explain why crony capitalism prevails in most of the world and why it is becoming more entrenched also in the United States of America.",,N,Y,45,ECON 1730,12893,2014,2,32.0,20.0,62.5,3.8,3.8,3.4,2.8,3.0,3.2,-1.0,4.0
3827,Global Japanese Cinema,"This course introduces Japanese cinema and its key works, styles and history as a highly influential part of global film culture. From the use of slow-motion in action scenes to the role of robots in Star Wars, cinema from Japan has left its mark on film as we know it today. Indeed Japanese film has influenced not only the history of film itself, but also the very way we think about film and film aesthetics. The course examines major historical developments in the cinema of Japan and surveys many of its most important films and their historical contexts. It explores some of the major questions that cinema from Japan has raised for thinking about the cinematic form and moving images. Through engaging with some of the masterpieces of Japanese cinema participants will acquire tools and methods for analyzing film. In the context of Japanese film history they will interrogate terms such as &ldquo;national cinema&rdquo;, &ldquo;humanism&rdquo;, &ldquo;film auteur&rdquo;, &ldquo;gender&rdquo; or &ldquo;modernism&rdquo; and explore how cinema in Japan itself actively wrestled with such concepts. The course will center around questions such as: Is there such a thing as &ldquo;Japanese&rdquo; cinema? What kind of influences and counter-influences were exerted between cinema in Japan and the global context? How has cinema from Japan changed how we think about film and moving images? Which potential does it hold for radically changing our thinking about film and moving images even today?In addition to class meetings on Wednesday 2-4, there are film screenings on Monday 5-7.",,N,Y,32,EAFM 112,13081,2015,1,10.0,6.0,60.0,4.8,4.8,4.7,5.0,4.2,3.2,-1.0,4.8
3828,Global Japanese Cinema,"This course introduces Japanese cinema and its key works, styles and history as a highly influential part of global film culture. From the use of slow-motion in action scenes to the role of robots in Star Wars, cinema from Japan has left its mark on film as we know it today. Indeed Japanese film has influenced not only the history of film itself, but also the very way we think about film and film aesthetics. The course examines major historical developments in the cinema of Japan and surveys many of its most important films and their historical contexts. It explores some of the major questions that cinema from Japan has raised for thinking about the cinematic form and moving images. Through engaging with some of the masterpieces of Japanese cinema participants will acquire tools and methods for analyzing film. In the context of Japanese film history they will interrogate terms such as &ldquo;national cinema&rdquo;, &ldquo;humanism&rdquo;, &ldquo;film auteur&rdquo;, &ldquo;gender&rdquo; or &ldquo;modernism&rdquo; and explore how cinema in Japan itself actively wrestled with such concepts. The course will center around questions such as: Is there such a thing as &ldquo;Japanese&rdquo; cinema? What kind of influences and counter-influences were exerted between cinema in Japan and the global context? How has cinema from Japan changed how we think about film and moving images? Which potential does it hold for radically changing our thinking about film and moving images even today?In addition to class meetings on Wednesday 2-4, there are film screenings on Monday 5-7.",,N,Y,32,EAFM 112,13081,2015,1,10.0,6.0,60.0,4.8,4.8,4.7,5.0,4.2,3.2,-1.0,4.8
3829,East Asian Media Studies,"This course explores the explosion of media in East Asia and the resulting forms of media production, circulation and consumption that transform everyday life, economy and politics. From pop culture phenomena such as K-Pop, fan fiction and internet platforms such as Sina Weibo, 2channel or DC Inside, from mobile phone culture to video games and social networks used in political protests, complex media forms and practices are developing with lightning speed across the region and exerting global influence. The starting point of the course are questions such as: What effects does this intense new media environment have in East Asia? How are ways of thinking and behaving adjusting to completely new forms of media? What are the consequences for the future of East Asia? How do media influence us in ways that go beyond the films, music, games, news or other forms that they supply us with?For Spring 2016 there will be film screenings once or twice a month on Thursdays 5-7 pm.",,N,Y,32,EAFM 111,13870,2015,2,10.0,7.0,70.0,4.9,5.0,5.0,5.0,4.7,5.7,-1.0,4.9
3830,Between History and Literature,"This course will explore what it means to read historical texts as literature and to take a historical view of literary texts.&nbsp; What role should historical understanding and historical imagination play in literary criticism?&nbsp; What is the place of subjectivity in historical knowledge and the role of imagination in the writing of history?&nbsp; How do allegorical and philological interpretations function in the reading of &ldquo;historical&rdquo; and &quot;literary&quot; texts?&nbsp; Readings will include canonical texts deem foundational for both history and literature (e.g., Zuozhuan, Shiji), pairings of anecdotal literature and historiography (e.g., Shishuo xinyu&nbsp;and Jinshu), reflections on the meanings of wen&nbsp;and the rhetoric of historical writings (e.g., Wenxin diaolong, Shitong, Wenshi tongyi), poetry that defines the evolving ideal of the poet-historian (e.g., poems by Du Fu, Qian Qianyi, Wu Weiye), and seventeenth century drama focused on the representation of history (e.g., Li Yu&rsquo;s Qingzhong pu, Kong Shangren&#39;s&nbsp;Taohua shan).",,Y,N,30,CHNSLIT 207,13380,2015,1,11.0,9.0,81.82,4.6,4.7,4.4,4.6,4.6,7.6,-1.0,4.4
3831,"Comparative Slavery & the Law: Africa, Latin America, & the US: Seminar","This seminar surveys the booming historiographies of slavery and the law in Latin America, the United States, and Africa. Earlier generations of scholars relied heavily on European legal traditions to draw sharp contrasts between U.S. and Latin American slavery. The most recent scholarship, however, approaches the legal history of slavery through slaves&#39; legal initiatives and actions. These initiatives were probably informed by the Africans&#39; legal cultures, as many of them came from societies where slavery was practiced. Our seminar puts African legal regimes (customary law, Islamic law) at the center of our explorations concerning slaves&#39; legal actions in the Americas.",,Y,N,72,HIST 2707,13381,2015,1,6.0,5.0,83.33,4.8,4.6,4.8,4.8,5.0,9.0,-1.0,4.8
3832,"Comparative Slavery & the Law: Africa, Latin America, & the US: Seminar","This seminar surveys the booming historiographies of slavery and the law in Latin America, the United States, and Africa. Earlier generations of scholars relied heavily on European legal traditions to draw sharp contrasts between U.S. and Latin American slavery. The most recent scholarship, however, approaches the legal history of slavery through slaves&#39; legal initiatives and actions. These initiatives were probably informed by the Africans&#39; legal cultures, as many of them came from societies where slavery was practiced. Our seminar puts African legal regimes (customary law, Islamic law) at the center of our explorations concerning slaves&#39; legal actions in the Americas.",,Y,N,72,HIST 2707,13381,2015,1,6.0,5.0,83.33,4.8,4.6,4.8,4.8,5.0,9.0,-1.0,4.8
3833,"Violence, Substances and Mental Illness: African Perspectives","An introduction to African perspectives on mental illness, exploring the development and practice of psychiatry as a medical field in Africa, examining the grey areas within psychiatric knowledge, and engaging the ongoing debates about the interface between race, culture and psychiatry. Will review African therapeutic systems; witchcraft, causation and mental health; substance abuse; violence and mental illness; and more recent links between HIV/AIDS, loss and depression.",,N,Y,72,HIST 1924,13805,2015,2,16.0,13.0,81.25,4.6,4.5,4.2,4.0,4.8,5.6,-1.0,4.7
3834,Russian Futurism and Formalism,"Follows the development of two major movements in Russian literature &ndash; Futurism and Formalism - in close conjunction with each other and in the context of Russian Modernism at large. Examines poems, manifestos, theoretical writings, visual arts, theater productions, films. Key questions include: how could Futurism, with its scandalous manifestos and &ldquo;transrational&rdquo; poems, evolve into the Formalist theory with its cult of science and rigorous methodology? How to make sense of the transrational? What made Futurists paint their faces? Works by Bely, Khlebnikov, Mayakovsky, Kruchyonych, Shklovsky, Tynianov, Jacobson, Larionov, Malevich, Zdanevich, Rodchenko, Vertov.&nbsp;",,Y,N,134,SLAVIC 241,13368,2015,1,8.0,5.0,62.5,3.8,4.0,4.4,4.0,,6.4,-1.0,4.4
3835,Russian Futurism and Formalism,"Follows the development of two major movements in Russian literature &ndash; Futurism and Formalism - in close conjunction with each other and in the context of Russian Modernism at large. Examines poems, manifestos, theoretical writings, visual arts, theater productions, films. Key questions include: how could Futurism, with its scandalous manifestos and &ldquo;transrational&rdquo; poems, evolve into the Formalist theory with its cult of science and rigorous methodology? How to make sense of the transrational? What made Futurists paint their faces? Works by Bely, Khlebnikov, Mayakovsky, Kruchyonych, Shklovsky, Tynianov, Jacobson, Larionov, Malevich, Zdanevich, Rodchenko, Vertov.&nbsp;",,Y,N,134,SLAVIC 241,13368,2015,1,8.0,5.0,62.5,3.8,4.0,4.4,4.0,,6.4,-1.0,4.4
3836,Russian and Soviet Avant-Garde Theater,"Explores the wave of radical reforms and revolutions in drama, staging and acting methods and systems, from Anton Chekhov and Konstantin Stanislavsky to Vladimir Mayakovsky and Vsevolod Meyerhold. Examines plays and productions against the broader Russian and early Soviet cultural, political and social background. Key notions include: emotional memory, biomechanics, Constructivism, theatricalization of life. Follows the effects innovative theories and practices in Russian and Soviet theater had on the style of film and stage productions as well as theater and drama studies across Europe and in the United States, including Brecht&rsquo;s Verfremdung, Method acting, and performance theory.",,N,Y,134,SLAVIC 142,13568,2015,2,5.0,4.0,80.0,5.0,5.0,4.3,3.3,5.0,3.3,-1.0,4.7
3837,Pacific Crossings: Introduction to Asian American History,"This course examines comparative histories of modern transpacific movement and migration between Asia and the Americas, under the scope of multiple colonizations and imperial expansions.&nbsp; We will study empire and colonialisms impact transnational movements of ideas, commodities, and people, tracing how movements also occur within and between colonial spaces and across hemispheres. By connecting transnational histories of Asia, including the Philippines, as well as Pacific Islands, like Guam, Samoa, and Hawai&rsquo;i to the &ldquo;Americas,&rdquo; this course explores how legacies of empire shaped and continue to shape forms of Asian migration, global formations, and diaspora.",,Y,N,72,HIST 1013,13382,2015,1,12.0,11.0,91.67,4.4,4.5,3.8,3.8,4.5,4.0,-1.0,4.6
3838,Pacific Crossings: Introduction to Asian American History,"This course examines comparative histories of modern transpacific movement and migration between Asia and the Americas, under the scope of multiple colonizations and imperial expansions.&nbsp; We will study empire and colonialisms impact transnational movements of ideas, commodities, and people, tracing how movements also occur within and between colonial spaces and across hemispheres. By connecting transnational histories of Asia, including the Philippines, as well as Pacific Islands, like Guam, Samoa, and Hawai&rsquo;i to the &ldquo;Americas,&rdquo; this course explores how legacies of empire shaped and continue to shape forms of Asian migration, global formations, and diaspora.",,Y,N,72,HIST 1013,13382,2015,1,12.0,11.0,91.67,4.4,4.5,3.8,3.8,4.5,4.0,-1.0,4.6
3839,MEGA China,"More than any other country in the recent past, China has attempted to solve its problems through massive, mostly state-led projects of technological and social transformation. Whether it is the construction of dams, railways, and special economic zones, or the mobilization of entire populations during the Great Leap Forward and the one-child policy, the Chinese have consistently sought solutions by going big. In this seminar, we shall examine a variety of such MEGA projects as a window onto some of the central themes in twentieth century Chinese history: state-society relations, economic development, environmentalism, technological change, inequality, and law and justice.",,Y,N,72,HIST 1938,13419,2015,1,7.0,7.0,100.0,4.3,3.7,4.6,4.1,5.0,4.5,-1.0,4.1
3840,MEGA China,"More than any other country in the recent past, China has attempted to solve its problems through massive, mostly state-led projects of technological and social transformation. Whether it is the construction of dams, railways, and special economic zones, or the mobilization of entire populations during the Great Leap Forward and the one-child policy, the Chinese have consistently sought solutions by going big. In this seminar, we shall examine a variety of such MEGA projects as a window onto some of the central themes in twentieth century Chinese history: state-society relations, economic development, environmentalism, technological change, inequality, and law and justice.",,Y,N,72,HIST 1938,13419,2015,1,7.0,7.0,100.0,4.3,3.7,4.6,4.1,5.0,4.5,-1.0,4.1
3841,Readings in Modern Chinese History: Proseminar,"This Pro-Seminar will examine developments in the field of modern Chinese history, with a particular focus on the twentieth century. Our principal goal is to gain some familiarity with the historical debates and methodological approaches that have given shaped to the field. Readings will aim to achieve a balance between classics in the field and contemporary scholarship. Topics covered include empire and semi-colonialism, rebellion and revolution, nationalism, civil society and public sphere, economic development, war, science and technology, foreign relations, and foreign relations.&nbsp;This Pro-Seminar is particularly recommended for students planning an examination field in modern Chinese history. Reading knowledge of Chinese is recommended but not a required; students must have some prior coursework in Chinese history.",,Y,N,72,HIST 2638,13369,2015,1,12.0,10.0,83.33,4.5,4.8,4.7,4.8,5.0,11.1,-1.0,4.8
3842,Readings in Modern Chinese History: Proseminar,"This Pro-Seminar will examine developments in the field of modern Chinese history, with a particular focus on the twentieth century. Our principal goal is to gain some familiarity with the historical debates and methodological approaches that have given shaped to the field. Readings will aim to achieve a balance between classics in the field and contemporary scholarship. Topics covered include empire and semi-colonialism, rebellion and revolution, nationalism, civil society and public sphere, economic development, war, science and technology, foreign relations, and foreign relations.&nbsp;This Pro-Seminar is particularly recommended for students planning an examination field in modern Chinese history. Reading knowledge of Chinese is recommended but not a required; students must have some prior coursework in Chinese history.",,Y,N,72,HIST 2638,13369,2015,1,12.0,10.0,83.33,4.5,4.8,4.7,4.8,5.0,11.1,-1.0,4.8
3843,The Political Thought of Hannah Arendt: Seminar,"This graduate seminar examines the political thought of Hannah Arendt with some attention to biographical and historical-contextual conditions that shaped her work.íäó_íæ We will begin with the early dissertation on Saint Augustine and the biography of Rachel Varnhagen, to the early reflections on totalitarianism and the later report on the Eichmann trial, along with a sustained examination of her major contributions to political theory, The Human Condition, On Revolution, and The Life of the Mind.íäó_íæ Along the way we will consider major knots of interpretative controversy such as the banality of evil thesis, the question of Arendt&rsquo;s intellectual debts to Heidegger, and Arendt&rsquo;s contribution to Cold-War liberalism.íäó_íæ The course will be limited to twelve students and will require some familiarity with political theory, political philosophy, and/or intellectual history.íäó_íæ Visiting lectures by several major scholars of Arendt&rsquo;s work will be scheduled throughout the semester (outside of regular course times).",,N,Y,72,HIST 2325,13850,2015,2,16.0,10.0,62.5,4.5,4.5,4.6,5.0,4.6,10.2,-1.0,4.5
3844,Cultural Evolution,"Unlike other species, humans are heavily reliant on learning from others to acquire many important aspects of their behavior, and this cultural transmission has created a second system of inheritance that has driven much of our species&#39; genetic evolution. In addition to having shaped our species&#39; anatomy and physiology, cultural evolution has important implications for understanding human nature, and for how to tackle basic problems in psychology, economics and anthropology. The first third of this course will develop the basic principles and lines of inquiry while the remainder will apply, hone and refine them by exploring economic development, the history of modern institutions, and global inequality.",,Y,N,78,HEB 1290,13406,2015,1,14.0,8.0,57.14,3.9,4.2,3.6,3.2,1.5,2.8,-1.0,3.8
3845,Cultural Evolution,"Unlike other species, humans are heavily reliant on learning from others to acquire many important aspects of their behavior, and this cultural transmission has created a second system of inheritance that has driven much of our species&#39; genetic evolution. In addition to having shaped our species&#39; anatomy and physiology, cultural evolution has important implications for understanding human nature, and for how to tackle basic problems in psychology, economics and anthropology. The first third of this course will develop the basic principles and lines of inquiry while the remainder will apply, hone and refine them by exploring economic development, the history of modern institutions, and global inequality.",,Y,N,78,HEB 1290,13406,2015,1,14.0,8.0,57.14,3.9,4.2,3.6,3.2,1.5,2.8,-1.0,3.8
3846,"Current Topics in Molecular, Cellular and Organismal Biology","This class teaches students how to publicly present scientific papers to a diverse audience with emphasis on contextualizing the scientific problem under discussion, critically presenting the essential data, and using an engaging presentation style. Required for all first and second year graduate students in the Molecules, Cells and Organisms (MCO) Training Program. This course is part two of a two part series.",,N,Y,98,MCB 290B,13851,2015,2,34.0,14.0,41.18,4.2,5.0,4.8,4.2,4.5,10.3,-1.0,4.5
