number,course_id,cat_num,1s,2s,3s,4s,5s
TWI BA,101,120947,2,0,0,0,0
YORUBA 101AR,106,120954,0,2,0,0,0
YORUBA AA,104,120952,2,1,1,0,0
YORUBA BA,105,120953,2,0,0,0,0
AMSTDIES 201,2540,118017,0,3,1,0,2
ANTHRO 1010,120,112378,12,30,4,0,0
ANTHRO 1040,12957,109581,0,0,4,0,0
ANTHRO 1095,130,113901,21,11,0,0,0
ANTHRO 1401,13019,160434,4,12,3,0,0
ANTHRO 1610,150,119379,0,11,2,0,0
ANTHRO 1645,13216,120570,3,6,3,0,0
ANTHRO 1654,13268,160442,0,3,1,0,0
ANTHRO 1732,207,108860,0,6,3,0,0
ANTHRO 1836BR,174,122149,0,0,0,0,1
ANTHRO 1951,13274,160410,0,8,0,0,0
ANTHRO 2070A,191,120489,0,0,1,3,1
ANTHRO 2211,13903,160955,0,3,2,0,0
ANTHRO 2250B,200,125735,0,1,0,0,0
ANTHRO 2650A,212,110977,0,2,4,0,2
ANTHRO 2670,13258,160450,0,4,2,1,0
ANTHRO 2676,10665,110034,0,2,1,1,0
ANTHRO 2682,10621,109413,0,2,2,0,0
ANTHRO 2690,11535,122439,0,4,2,0,0
ANTHRO 2704,219,119983,0,1,0,1,0
ANTHRO 2712,221,127134,1,4,0,0,0
ANTHRO 2722,222,108976,0,0,2,0,0
ANTHRO 98XA,114,112093,0,1,0,0,0
ANTHRO 98ZA,116,113972,0,5,9,0,0
ANTHRO 99ZA,119,123458,0,2,5,1,0
APCOMP 290R,13016,160444,1,5,5,0,1
APCOMP 298R,5283,109339,5,6,0,0,0
APMTH 101,1116,132127,0,4,7,1,2
APMTH 104,1117,122094,0,12,5,0,0
APMTH 121,1124,123662,0,5,33,8,8
APMTH 140R,10724,110063,6,4,0,0,0
APMTH 203,12274,156203,0,3,5,3,2
APMTH 205,1128,110684,0,3,8,0,6
APMTH 21A,1111,118408,0,59,63,3,8
APMTH 254,13283,160447,0,0,5,0,0
APPHY 195,1149,131331,0,2,3,0,2
APPHY 218,1152,121594,0,4,0,0,0
APPHY 225,1153,121403,0,2,2,0,4
APPHY 282,1156,142998,0,0,0,0,4
APPHY 50A,1147,108880,0,31,27,2,2
ASTRON 17,263,125884,3,20,2,2,0
ASTRON 2,261,111305,0,6,1,0,0
ASTRON 200,271,124966,0,4,5,2,1
ASTRON 202A,278,118139,0,5,8,0,0
ASTRON 215HFA,10670,109579,0,4,0,0,0
ASTRON 98,265,112487,0,1,5,3,2
ASTRON 99A,266,116041,0,1,0,0,1
BPH 301,300,110521,3,1,0,0,0
BPH 309QC,307,127755,1,6,0,0,0
BPH 310QC,308,127931,0,3,2,0,0
BE 110,1217,150189,0,0,5,3,19
BE 121,1218,119067,0,0,3,0,1
BIOPHYS 170,328,121318,4,2,1,0,0
BIOSTAT 230,409,119844,0,2,1,1,4
BIOSTAT 232,411,119846,0,3,3,1,2
BIOSTAT 235,413,119848,0,2,10,2,4
BIOSTAT 267,13238,160643,3,1,0,0,0
BIOSTAT 273,13105,160712,0,1,1,1,0
CELTIC 103,437,126774,3,11,0,0,0
CELTIC 109,439,127630,2,3,0,0,0
IRISH 132,453,119128,1,1,0,0,0
IRISH 200,457,123266,0,1,2,0,0
WELSH 128,463,113699,0,1,0,0,0
WELSH 226R,467,111956,0,2,0,0,0
CPB 99A,477,122592,0,0,1,0,3
CHEM 101,488,124554,1,24,6,0,2
CHEM 106,489,108840,0,1,4,0,0
CHEM 115,490,114209,0,0,1,0,8
CHEM 154,495,126035,0,4,4,0,1
CHEM 160,498,112976,0,14,10,1,1
CHEM 17,478,115137,1,68,98,21,27
CHEM 171,503,107702,0,19,5,1,0
CHEM 30,481,118925,0,1,18,8,31
CHEM 301HFA,515,124905,15,1,0,0,0
CHEM 60,483,114811,0,2,3,1,0
LPS A,540,123833,0,63,35,3,4
PHYSCI 10,542,107367,0,9,10,1,0
CLASARCH 149,13300,160357,2,1,0,0,0
CLASPHIL 224,13098,160456,0,1,0,0,0
CLASPHIL 232,13085,159803,0,0,1,0,0
CLASPHIL 245,13276,124914,0,2,1,0,0
GREEK 110,4987,108094,0,0,1,0,0
GREEK 112A,4988,112288,0,0,1,0,0
GREEK 122,13335,160437,0,2,2,0,0
GREEK 134,4992,115238,1,5,0,0,0
GREEK AA,4978,110622,0,10,1,0,0
LATIN 106A,12130,156306,0,3,3,1,0
LATIN 110,12973,111470,0,6,2,0,0
LATIN 112A,5006,120352,0,0,1,2,1
LATIN 201,5013,117068,0,1,4,0,0
LATIN AA,4994,114176,1,20,5,0,0
LATIN BA,4998,111430,0,5,3,1,0
LATIN H,5002,135062,0,3,2,0,0
MEDLATIN 107,13101,160161,0,1,0,0,0
MODGRK 124,12974,112571,0,0,1,0,0
MODGRK AA,13139,159840,1,5,0,0,0
MODGRK AC,13398,160451,0,3,0,0,0
MODGRK BA,13069,159842,0,3,0,0,0
COMPLIT 103,588,128115,1,9,2,0,0
COMPLIT 151,10684,110068,0,4,2,1,0
COMPLIT 157,619,112654,0,1,1,0,0
COMPLIT 274,626,128209,0,5,2,1,1
COMPLIT 277,574,117360,1,9,1,2,0
COMPLIT 288,579,124022,0,2,0,0,1
COMPLIT 299AR,583,111650,0,3,2,0,1
COMPSCI 105,1229,124568,3,21,2,0,1
COMPSCI 108,13327,160419,1,14,2,0,0
COMPSCI 121,1230,119064,1,27,69,12,14
COMPSCI 125,12277,156210,0,0,6,2,13
COMPSCI 134,13103,160409,2,21,21,5,2
COMPSCI 141,1232,113856,0,1,9,0,3
COMPSCI 144R,1234,112630,0,9,2,0,0
COMPSCI 153,1238,131493,0,4,8,3,2
COMPSCI 165,1241,119249,0,5,10,1,7
COMPSCI 175,1243,113410,0,3,6,0,2
COMPSCI 182,1246,110661,1,29,25,4,3
COMPSCI 205,1253,128104,1,10,17,3,21
COMPSCI 244R,1263,112631,0,2,0,0,0
COMPSCI 252R,1267,114807,0,5,6,0,0
COMPSCI 263,13013,160579,4,18,7,1,1
COMPSCI 281,1278,107677,0,2,25,10,38
COMPSCI 283,1279,113944,0,2,12,3,8
COMPSCI 50,1224,152514,1,29,121,65,363
COMPSCI 61,1226,123623,0,0,34,15,50
CHNSE 106A,758,110543,0,4,0,1,0
CHNSE 107A,760,112899,0,2,1,0,0
CHNSE 120A,762,113793,1,19,11,0,1
CHNSE 130A,765,112053,2,13,14,1,1
CHNSE 130XA,767,124235,0,9,4,1,2
CHNSE 140A,769,111129,1,12,7,1,0
CHNSE 142A,771,113492,5,2,0,0,0
CHNSE 150A,773,119757,0,2,1,0,2
CHNSE BA,755,113873,10,28,18,5,0
CHNSE BX,757,120305,0,18,5,0,0
CHNSHIS 201,13318,159902,0,1,3,1,0
CHNSHIS 270A,793,131334,0,1,2,1,1
CHNSLIT 280,10697,109512,0,1,4,0,0
EABS 240R,811,119753,0,1,0,1,0
EAFM 112,13081,159550,1,3,0,0,0
EAFM 201,819,108471,0,4,2,0,1
EASTD 140,837,143833,1,7,0,0,0
EASTD 98B,825,145023,0,5,0,0,0
EASTD 98D,826,145319,0,3,1,1,0
JAPAN 120A,846,118533,0,6,6,0,5
JAPAN 130A,848,114292,0,1,6,4,3
JAPAN 140A,850,113348,1,0,3,2,2
JAPAN 150A,852,114117,0,1,4,0,0
JAPAN 210A,854,125813,0,0,1,1,0
JAPAN BA,841,111193,2,13,20,1,8
JAPNHIST 203,13251,160510,0,1,1,1,0
JAPNLIT 270,871,126923,0,1,1,0,0
KOREAN 120A,878,117220,1,7,1,0,0
KOREAN 130A,880,111235,0,8,2,0,0
KOREAN 140A,882,116633,0,1,1,0,0
KOREAN BA,873,124296,0,11,4,0,2
KOREAN BX,875,114383,0,2,2,0,0
KORHIST 115,889,108233,1,5,0,0,0
KORHIST 253,896,119686,0,1,2,1,3
MANCHU 120A,907,112682,0,1,0,0,0
UYGHUR A,916,124106,0,1,0,0,0
VIETNAM 120A,923,116268,0,1,0,0,0
VIETNAM 130A,925,116271,0,1,0,0,0
VIETNAM BA,921,116266,0,3,1,0,2
ECON 1017,958,119951,114,47,2,0,0
ECON 1018,959,122655,12,26,5,0,0
ECON 1034,13299,160360,0,4,3,0,0
ECON 1053,13246,160763,9,12,0,0,0
ECON 10a,930,113326,14,340,186,14,15
ECON 1126,969,113637,0,6,3,1,0
ECON 1400,12951,107821,9,90,13,0,2
ECON 1415,981,107613,0,2,1,0,0
ECON 1432,985,127519,4,13,3,0,0
ECON 1490,989,125835,1,13,7,1,2
ECON 1535,992,111749,2,16,1,1,0
ECON 1545,995,111477,0,7,8,0,1
ECON 1723,1000,111105,0,27,18,1,1
ECON 1776,1003,125944,6,43,7,0,0
ECON 2001A,1009,120245,1,1,0,0,0
ECON 2010A,1011,124134,0,2,7,2,10
ECON 2010C,1013,111213,0,4,6,1,11
ECON 2020A,1015,112942,0,6,11,1,2
ECON 2035,12267,156371,0,1,5,0,1
ECON 2060A,1026,110708,3,3,0,0,0
ECON 2082,1029,108965,0,1,1,0,1
ECON 2087HFRA,1031,126663,0,3,0,0,0
ECON 2098,12765,156616,4,15,1,0,0
ECON 2099,12994,110312,7,23,3,0,0
ECON 2110,1034,120668,1,10,17,0,2
ECON 2140,1036,120662,0,4,1,0,0
ECON 2142,1037,113904,0,1,2,0,0
ECON 2325,1042,126819,0,3,4,1,0
ECON 2395,12270,156372,3,6,0,0,0
ECON 2410,1054,113835,0,0,1,0,1
ECON 2412A,1055,126666,3,6,4,0,0
ECON 2450A,1060,110660,0,3,4,0,4
ECON 2530A,1066,113995,0,0,4,0,1
ECON 2610,1070,113404,0,0,1,0,4
ECON 2723,1077,111998,0,0,4,1,4
ECON 2810A,1083,114301,0,15,7,0,4
ECON 3460C,1100,115494,0,4,0,0,0
ECON 980O,13265,160356,1,7,2,0,0
ECON 980P,12954,110067,1,6,1,0,0
ECON 980X,937,108892,0,6,2,0,0
ECON 980Y,13112,160328,7,4,0,0,0
ECON 985LA,947,109235,0,2,5,0,1
ECON 985PA,951,109239,1,2,4,0,0
ECON 985QA,12799,156648,0,2,2,1,0
ECON 985RA,13093,160584,0,3,3,1,0
ECON 985SA,13132,160585,0,1,3,0,2
ECON 985TA,13346,160589,1,4,2,0,0
ECON 985UA,13012,160587,0,5,1,0,0
ENG-SCI 110,1330,125325,0,2,0,0,0
ENG-SCI 125,1333,144157,0,4,15,4,4
ENG-SCI 135,1335,107397,0,6,1,1,0
ENG-SCI 137,12286,156215,10,14,2,0,0
ENG-SCI 139,1336,118939,10,10,0,0,0
ENG-SCI 158,12288,156548,0,3,6,1,1
ENG-SCI 160,13074,160452,0,1,3,0,0
ENG-SCI 163,10732,109684,0,1,6,0,0
ENG-SCI 173,1345,119048,2,11,8,0,0
ENG-SCI 176,1347,127589,3,3,2,0,0
ENG-SCI 181,1348,135598,0,5,30,10,5
ENG-SCI 190,1350,143870,0,0,7,3,2
ENG-SCI 21,1321,128317,0,10,4,0,0
ENG-SCI 220,1360,146772,1,0,3,1,8
ENG-SCI 222,1362,114808,0,0,2,0,1
ENG-SCI 239,1372,118942,1,3,1,0,0
ENG-SCI 240,1373,131521,0,0,5,1,4
ENG-SCI 250,1379,119057,0,3,1,0,1
ENG-SCI 254,13285,160448,0,0,2,0,2
ENG-SCI 256,12834,156726,0,1,0,0,0
ENG-SCI 263,13377,123682,1,2,0,0,0
ENG-SCI 267,1388,124746,0,2,1,1,0
ENG-SCI 276,1396,127590,0,1,2,0,0
ENG-SCI 291,12291,156219,0,1,0,0,0
ENG-SCI 294HFRA,13118,160593,1,0,0,0,0
ENG-SCI 298R,10588,107995,1,3,1,0,0
ENG-SCI 50,1322,140008,2,33,28,2,2
ENG-SCI 53,1324,122339,0,3,11,4,18
ENGLISH 102H,13007,156063,1,7,2,1,0
ENGLISH 131,1527,146534,0,10,4,0,0
ENGLISH 144M,13334,159662,0,1,1,0,0
ENGLISH 145A,12307,146676,1,20,11,0,0
ENGLISH 160W,1505,146540,8,61,9,0,2
ENGLISH 179B,13416,159665,1,9,5,0,0
ENGLISH 180C,13108,159664,1,5,2,0,0
ENGLISH 182,1537,123487,2,31,17,1,4
ENGLISH 190C,13350,160947,0,4,0,0,0
ENGLISH 210,11617,146583,0,3,1,1,0
ENGLISH 259,1547,123476,0,1,1,0,2
ENGLISH 267Y,12980,160006,0,2,1,0,0
ENGLISH 291C,13233,160007,0,1,1,2,2
ENGLISH 298C,12318,130908,0,2,1,1,1
ENGLISH 350,5294,123135,2,0,0,0,0
ENGLISH 44,12293,156062,3,10,3,0,0
ENGLISH 50,11589,146674,10,27,3,0,0
ENGLISH 54,10737,146552,1,25,2,1,0
ENGLISH 60,1486,146555,0,11,4,0,1
ENGLISH 90AU,13230,159615,1,4,1,0,0
ENGLISH 90HV,12301,156343,0,3,0,0,0
ENGLISH 90SR,13244,160004,0,9,2,0,0
ENGLISH 90WW,13351,160948,1,5,2,0,0
ENGLISH CHCR,1470,130000,1,3,1,0,0
ENGLISH CSSR,13904,160960,2,2,0,0,0
ENGLISH CTR,1477,130119,0,4,2,0,0
ESPP 77,10786,109882,5,35,6,0,0
ESPP 90J,1571,122678,1,7,0,0,0
ESPP 90P,1573,126892,2,10,0,1,0
ESPP 90X,12818,156676,2,11,1,0,0
EXPOS 10,1597,118262,10,80,22,0,2
FOLKMYTH 128,1752,122553,7,37,3,2,0
FOLKMYTH 153,12351,156464,0,4,0,0,0
FOLKMYTH 90S,11428,110287,1,7,1,0,0
FOLKMYTH 98A,1756,115032,0,3,0,0,0
FRSEMR 21D,13305,159728,0,1,1,1,0
FRSEMR 21H,13329,159722,6,6,0,0,0
FRSEMR 21R,13116,159830,10,1,0,0,0
FRSEMR 21V,10792,109627,3,6,1,0,0
FRSEMR 21Z,13024,159833,4,3,0,0,0
FRSEMR 22M,1776,123659,9,3,0,0,0
FRSEMR 22R,13302,160118,5,4,0,0,0
FRSEMR 22V,13287,160194,5,1,0,0,0
FRSEMR 23D,13290,160201,9,1,0,0,0
FRSEMR 23H,13291,160215,3,4,0,0,0
FRSEMR 23I,13111,160219,7,2,0,0,0
FRSEMR 23M,1783,125226,9,0,0,0,0
FRSEMR 23P,5298,109319,8,4,0,0,0
FRSEMR 23Y,12950,109575,5,0,0,0,0
FRSEMR 24E,1787,118807,4,4,0,0,0
FRSEMR 24G,1788,127976,6,5,0,0,0
FRSEMR 24N,1790,119619,8,3,0,0,0
FRSEMR 24P,1791,128119,0,11,0,0,0
FRSEMR 24Q,11445,110305,3,7,0,0,0
FRSEMR 25K,1798,120746,8,3,0,0,0
FRSEMR 25O,1800,108555,6,0,0,0,0
FRSEMR 25P,1801,120755,3,5,0,0,0
FRSEMR 25Q,1802,108574,2,6,1,0,0
FRSEMR 25X,1806,108257,12,2,0,0,0
FRSEMR 26F,1808,107340,6,3,0,0,0
FRSEMR 26V,1813,125286,3,5,0,0,0
FRSEMR 26Z,1815,125970,11,0,0,0,0
FRSEMR 27I,1818,108829,8,2,0,0,0
FRSEMR 27J,12873,156929,7,0,0,0,0
FRSEMR 30C,13057,159725,0,9,1,0,0
FRSEMR 30D,13050,159721,0,5,0,0,0
FRSEMR 30F,13038,159724,7,2,0,0,0
FRSEMR 30G,1819,108261,6,3,0,0,0
FRSEMR 30H,13051,159726,3,5,1,0,0
FRSEMR 30Q,12359,110425,4,4,0,0,0
FRSEMR 30R,13080,159727,3,5,0,0,0
FRSEMR 30U,12874,156930,9,2,0,0,0
FRSEMR 31D,13023,159736,2,5,0,0,0
FRSEMR 31E,10801,109471,4,7,1,0,0
FRSEMR 31H,13045,159737,2,9,0,0,0
FRSEMR 31J,1823,121901,1,1,0,0,0
FRSEMR 31L,13053,159738,8,0,0,0,0
FRSEMR 31N,1824,121903,3,7,1,0,0
FRSEMR 31P,10803,109474,6,7,0,0,0
FRSEMR 32C,13286,159734,1,7,0,0,0
FRSEMR 32F,13037,159797,0,4,0,0,0
FRSEMR 32H,13027,159808,6,2,0,0,0
FRSEMR 33C,13104,159836,6,4,0,0,0
FRSEMR 33D,13061,159886,0,7,3,0,0
FRSEMR 33F,13205,159904,4,2,0,0,0
FRSEMR 33H,13136,160195,2,2,0,0,0
FRSEMR 34C,13332,160199,4,5,0,0,0
FRSEMR 34D,13110,160202,4,5,0,0,0
FRSEMR 34F,13301,160204,6,2,0,0,0
FRSEMR 34H,13231,160237,0,3,0,0,0
FRSEMR 34S,1832,108514,6,1,0,0,0
FRSEMR 34T,1833,125969,2,4,0,0,0
FRSEMR 34V,12365,156241,5,6,0,0,0
FRSEMR 34X,10812,117406,7,4,0,0,0
FRSEMR 35N,1836,126838,5,4,0,1,0
FRSEMR 37K,12370,156293,1,6,0,0,0
FRSEMR 37Y,1847,156178,0,8,1,0,0
FRSEMR 38I,11675,123725,3,6,1,0,0
FRSEMR 40L,12377,110427,1,7,2,0,0
FRSEMR 41D,13131,159832,5,4,0,0,0
FRSEMR 41E,10838,109475,1,9,1,0,0
FRSEMR 41F,13262,159806,2,7,0,0,1
FRSEMR 41H,13075,159831,0,3,0,0,0
FRSEMR 41J,12382,156421,2,6,2,1,0
FRSEMR 41P,1860,124777,8,4,0,0,0
FRSEMR 41R,13047,159837,1,9,0,0,0
FRSEMR 42H,13137,160203,8,2,0,0,0
FRSEMR 42U,1865,125124,4,6,0,0,0
FRSEMR 43H,13010,160231,6,2,1,0,0
FRSEMR 43M,1868,125718,1,10,1,0,0
FRSEMR 43W,1869,108515,3,3,0,0,0
FRSEMR 44G,1872,115417,7,6,0,0,0
FRSEMR 44T,1875,117263,6,7,0,0,0
FRSEMR 48E,1885,128123,7,3,0,0,0
FRSEMR 48K,1888,119622,3,5,0,0,0
FRSEMR 49N,1890,121907,5,3,0,0,0
FRSEMR 49Y,10850,120400,6,2,1,0,0
AESTHINT 13,1894,123834,12,25,0,0,0
AESTHINT 24,1902,110744,62,87,8,0,0
AESTHINT 33,1908,124912,2,16,1,0,1
AESTHINT 37,1912,126284,24,28,0,0,0
AESTHINT 39,1914,124661,6,20,1,0,0
AESTHINT 40,1915,126634,6,15,1,1,0
AESTHINT 42,1917,125749,6,23,5,0,1
AESTHINT 57,10852,109501,22,88,13,0,0
AESTHINT 64,1525,146214,3,19,1,0,0
CULTBLF 16,1933,125216,5,28,5,0,0
CULTBLF 22,1938,113501,2,24,7,0,0
CULTBLF 28,1944,126144,6,15,1,0,0
CULTBLF 30,1945,117020,45,107,8,0,1
CULTBLF 33,1948,126199,51,54,8,0,0
CULTBLF 39,1953,125055,82,103,6,0,0
CULTBLF 50,1963,127826,6,50,12,1,0
CULTBLF 57,10853,109543,5,20,1,0,0
CULTBLF 58,10854,109790,6,37,5,1,1
CULTBLF 62,152,112218,1,14,11,5,0
EMREAS 17,1974,112199,22,30,10,0,0
EMREAS 20,1977,125932,19,56,5,1,0
ETHRSON 28,1995,126834,2,57,27,2,0
ETHRSON 38,12390,110453,22,50,7,1,1
ETHRSON 39,12391,156035,57,289,52,1,3
ETHRSON 40,12936,159646,8,60,7,0,1
SCILIVSY 20S,13365,160737,0,0,0,0,1
SCILIVSY 22,2012,126635,6,21,2,1,0
SCILIVSY 26,12392,110382,9,24,6,0,0
SCIPHUNV 14,2016,118517,4,5,2,0,0
SCIPHUNV 18,2019,121960,0,1,1,0,0
SCIPHUNV 20,2021,126148,4,32,1,0,0
SCIPHUNV 21,2022,114190,0,9,2,2,0
SCIPHUNV 27,2027,126638,16,153,22,0,0
SCIPHUNV 29,2029,126633,28,54,1,0,0
SOCWORLD 12,2031,142451,1,9,3,0,0
SOCWORLD 14,2033,125049,15,81,8,0,0
SOCWORLD 25,2040,124127,53,173,31,1,2
SOCWORLD 30,2045,112754,4,18,1,0,0
SOCWORLD 33,2047,117529,13,28,1,0,0
SOCWORLD 34,2048,118290,30,17,0,0,0
SOCWORLD 41,2054,113789,2,32,9,1,0
SOCWORLD 42,2055,126705,2,16,4,0,0
SOCWORLD 47,2060,107464,9,30,7,0,0
SOCWORLD 54,5112,126908,8,27,2,0,0
US-WORLD 24,2073,122320,10,35,6,1,0
US-WORLD 36,2083,107712,7,46,12,0,1
US-WORLD 38,2084,108359,6,28,4,0,0
US-WORLD 39,10858,109544,5,46,9,0,1
GERMAN 101,13280,159603,0,5,0,0,0
GERMAN 147,2105,115710,1,7,4,2,0
GERMAN 182,2112,125709,1,5,2,0,0
GERMAN 200,13409,135718,0,4,1,0,0
GERMAN 236,13062,159641,0,3,1,0,1
GERMAN 243,13090,159642,0,4,2,0,0
GERMAN 61,2092,122031,3,9,1,0,0
GERMAN AA,2085,113802,3,31,9,0,0
GERMAN AX,2086,120599,0,7,0,0,1
GERMAN CA,12987,112920,1,7,5,1,2
SCAND 160A,2137,118050,0,8,0,0,0
SWEDISH AA,2141,121412,0,3,1,1,0
SWEDISH BA,2143,112472,0,1,0,0,0
GHHP 60,2146,107669,1,28,0,0,0
GOV 1008,2197,122850,3,3,0,0,0
GOV 1010,11359,119479,5,9,0,0,0
GOV 1019,2200,125331,1,1,0,0,0
GOV 1052,2202,123540,0,3,1,0,0
GOV 1060,2203,114754,0,16,4,1,0
GOV 1171,2215,114770,1,8,1,0,0
GOV 1219,13126,159678,6,24,5,1,0
GOV 1243,2219,111162,2,8,6,1,0
GOV 1280,2222,110893,4,12,4,1,0
GOV 1292,10892,109554,0,7,3,0,0
GOV 1300,5309,124447,10,21,1,1,0
GOV 1368,2229,121728,2,12,0,0,0
GOV 1510,2231,128024,22,152,40,0,2
GOV 1540,2234,114432,18,56,14,1,0
GOV 1740,2237,118526,6,63,11,0,0
GOV 1780,2240,111906,2,19,4,1,0
GOV 1796,2243,113210,0,2,4,1,1
GOV 1982,2244,111556,1,15,5,0,1
GOV 20,2150,117853,0,37,30,1,4
GOV 2000,2246,118414,0,3,8,6,8
GOV 2002,2248,111530,0,4,8,0,1
GOV 2005,2249,110953,0,0,6,1,3
GOV 2010,2253,121388,1,1,0,0,0
GOV 2022,13114,160405,0,2,1,0,0
GOV 2034,2256,124836,0,3,1,0,1
GOV 2088,2260,123542,0,7,3,0,1
GOV 2148,2270,114710,0,1,2,0,1
GOV 2176,2273,124426,0,1,4,0,1
GOV 2340A,2281,128283,0,4,4,0,0
GOV 2340C,13127,159875,1,4,0,0,0
GOV 2474,2286,128008,0,0,2,0,0
GOV 2710,2291,123375,0,3,3,1,1
GOV 2830,12418,156510,0,2,1,1,0
GOV 30,2151,111813,42,108,11,1,0
GOV 3001,2301,127060,10,4,0,0,0
GOV 3100A,2308,127455,0,2,0,0,0
GOV 94AM,13052,159826,1,4,0,0,0
GOV 94AO,13267,159825,2,8,1,0,0
GOV 94AP,13086,160372,0,4,3,0,0
GOV 94CA,12406,156441,0,9,1,0,0
GOV 94CI,13297,160335,0,4,1,0,0
GOV 94HA,12408,156493,1,6,2,0,1
GOV 94LG,10880,109736,1,9,0,0,0
GOV 94NL,12411,156488,0,3,1,0,0
GOV 94OF,2182,128009,1,8,1,0,0
GOV 94PY,10881,109733,0,4,4,2,1
GOV 94XY,12414,156443,1,8,3,0,0
HLTHPOL 2000A,2309,113988,0,5,3,0,0
HLTHPOL 3050,10904,110065,2,1,0,0,0
HIST 1013,13382,159559,3,6,1,0,0
HIST 1042,13043,160573,2,7,0,0,0
HIST 1047,13067,160241,2,6,0,0,0
HIST 1063,2458,113018,0,13,5,0,1
HIST 1068,12997,110511,12,13,2,0,0
HIST 1270,2406,124506,1,8,2,0,0
HIST 1300,2411,119533,11,27,7,0,0
HIST 13C,13089,159640,1,5,0,1,0
HIST 13D,13376,159592,1,4,1,0,0
HIST 13G,13311,160572,0,4,2,0,0
HIST 1410,2424,125527,2,10,2,0,0
HIST 1513,2436,108533,6,39,10,0,1
HIST 1878B,2452,148158,1,9,0,0,1
HIST 1880,13034,160207,0,13,5,0,1
HIST 1911,2454,107925,0,4,3,0,0
HIST 1914,13121,159654,0,4,0,0,0
HIST 1918,2341,124512,0,0,1,0,0
HIST 1928,13135,160401,0,1,0,0,1
HIST 1930,13415,159656,0,1,1,0,0
HIST 1934,13407,159591,0,1,0,0,0
HIST 1938,13419,159562,1,5,0,0,0
HIST 1973,13239,159878,0,1,0,0,0
HIST 1974,13296,160413,0,1,4,0,1
HIST 1993,12444,156564,0,1,0,1,0
HIST 1998,13076,160238,0,3,2,0,0
HIST 2112,2469,119167,0,1,2,0,0
HIST 2260,2474,121634,0,0,1,1,1
HIST 2320A,2480,127616,0,0,1,0,1
HIST 2321,2481,123047,0,2,4,0,2
HIST 2424,13410,159681,0,0,0,0,2
HIST 2462,2495,112069,0,0,5,0,2
HIST 2463,2496,122157,0,1,1,0,0
HIST 2475,10954,109873,0,1,0,0,0
HIST 2510,13133,160127,0,1,2,1,0
HIST 2638,13369,159563,0,2,0,4,2
HIST 2653,2504,124013,0,1,4,1,3
HIST 2707,13381,159554,0,2,1,0,1
HIST 2886,2511,113048,0,1,0,0,0
HIST 2919A,13107,160050,0,2,3,0,0
HIST 2968,2518,124297,0,3,4,0,0
HIST 3900,2521,110673,1,7,5,0,0
HIST 3920A,2522,125097,6,0,0,0,0
HIST 60Q,13289,160189,0,8,0,0,0
HIST 60U,13020,160190,0,1,2,0,0
HIST 79E,2346,125503,0,4,3,1,2
HIST 84H,2371,123222,0,9,1,0,0
HIST 89H,2384,108495,0,9,6,0,1
HIST-LIT 90AV,10960,109640,0,1,3,0,0
HIST-LIT 90BK,13122,159785,0,6,5,0,0
HIST-LIT 90BL,13046,159787,0,5,1,0,0
HIST-LIT 90BO,13266,159790,0,4,4,0,0
HIST-LIT 90BP,13073,159791,0,3,3,0,0
HIST-LIT 90BQ,13120,159792,0,5,1,0,0
HIST-LIT 90BX,13031,160727,0,5,3,2,0
HIST-LIT 90BY,13399,160728,0,9,2,0,0
HIST-LIT 90BZ,12953,160729,0,1,2,0,1
HIST-LIT 90CA,13145,160730,0,4,0,0,0
HIST-LIT 90CD,13916,160968,0,2,0,0,0
HIST-LIT 90L,2533,124703,0,6,6,4,0
HAA 150V,13056,160561,1,7,1,0,0
HAA 157K,13343,159977,1,5,4,0,0
HAA 15D,13260,160560,4,16,1,0,0
HAA 173G,13403,159687,0,8,3,0,0
HAA 177P,13404,159916,0,3,4,0,1
HAA 179X,11412,110270,0,0,0,0,5
HAA 17V,13315,160563,4,14,0,0,0
HAA 188V,13094,159913,1,3,1,0,0
HAA 18S,10968,109835,3,0,0,0,0
HAA 192M,13203,159683,0,2,1,0,1
HAA 199N,13113,159982,4,1,0,0,0
HAA 223M,13248,159980,0,2,4,0,1
HAA 285M,10986,109836,0,1,1,1,1
HAA 310A,2632,122674,0,2,3,0,2
HISTSCI 100,2639,123398,5,43,6,0,0
HISTSCI 115,12473,156531,0,4,1,0,0
HISTSCI 141V,13082,160367,3,7,1,0,0
HISTSCI 144,13018,159730,2,5,1,0,0
HISTSCI 146V,12477,156290,0,13,0,0,0
HISTSCI 149V,10994,109847,5,14,3,0,0
HISTSCI 166,2666,109003,0,0,1,0,0
HISTSCI 179,10999,109859,3,10,0,0,0
HISTSCI 180,2669,124589,1,10,1,0,0
HISTSCI 181,13123,160334,8,13,1,0,0
HISTSCI 192,13325,160332,4,23,8,0,0
HISTSCI 194V,13134,160191,1,5,2,0,0
HISTSCI 200,2677,107754,0,2,2,1,0
HISTSCI 209,2679,127097,0,4,2,0,0
HISTSCI 261,2694,108933,0,2,0,1,0
HISTSCI 272,12483,156326,0,4,0,0,0
HISTSCI 285,2700,122718,0,1,3,0,0
HISTSCI 292,2705,127069,0,3,1,1,1
HISTSCI 295V,13106,160707,0,2,2,1,0
HISTSCI 310HFA,2712,125363,0,5,0,0,0
HISTSCI 99A,2638,118977,0,1,3,2,6
HEB 1200,13271,160614,2,3,0,0,0
HEB 1290,13406,159565,4,4,0,0,0
HEB 1312,2720,122589,1,11,0,0,0
